,Data Set,Target,Sample,Control,Relative Quantity,Relative Quantity(lg),Relative Quantity SD,Corrected Relative Quantity SD,SD RQ(lg),Relative Quantity SEM,Corrected Relative Quantity SEM,SEM RQ(lg),Relative Quantity 95% CI Low,Relative Quantity 95% CI High,Unscaled Expression,Unscaled Expression(lg),Unscaled Expression SD,Corrected Unscaled Expression SD,SD Unscaled Expression(lg),Unscaled Expression SEM,Corrected Unscaled Expression SEM,SEM Unscaled Expression(lg),Expression,Expression(lg),Expression SD,Corrected Expression SD,SD Expression(lg),Expression SEM,Corrected Expression SEM,SEM Expression(lg),Expression 95% CI Low,Expression 95% CI High,Wells,Mean Cq,Cq SD,Cq SEM,P-Value
,1-FAM,Hemato,31-F12,,0.0011961848281881,-9.70734396025267,0.000145016251117214,0.00017224631286626,NaN,0.000102541974547233,0.000121796535862112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,29.6714329109065,0.167725993668436,0.118600187504203,NaN
,1-FAM,Hemato,37-A04,,0.000133387341246581,-12.8720906214778,5.07682436887127E-05,5.25956229924422E-05,NaN,3.58985693812199E-05,3.7190721678687E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,32.7063469933098,0.526574122584281,0.372344132876702,NaN
,1-FAM,Hemato,37-B02,,0.00291889746468955,-8.42036075206174,4.61784058533749E-05,0.000202083218685473,NaN,3.26530639233059E-05,0.000142894414296502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,28.4372477199682,0.0218877987283775,0.015477010906082,NaN
,1-FAM,Hemato,37-B05,,0.00121119761625932,-9.68935001357046,4.39498782681041E-05,0.000103711505051451,NaN,3.10772569556997E-05,7.33351085089436E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,29.6541771593315,0.0502024206646865,0.0354984720839795,NaN
,1-FAM,Hemato,37-C04,,3.14990475580574E-05,-14.9543322681748,9.23623927568569E-06,9.97621273048547E-06,NaN,6.53100742449887E-06,7.05424767228584E-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,34.7031654350366,0.405676399038202,0.286856532727253,NaN
,1-FAM,Hemato,37-C08,,0.00122871545611406,-9.6686334271957,0.000214881226766702,0.000234982425952627,NaN,0.000151943972596419,0.000166157666850768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,29.6343104633655,0.241951959019555,0.171085870944097,NaN
,1-FAM,Hemato,37-D02,,0.000531143308189654,-10.8786112113254,0.000190542286627411,0.00019607526300592,NaN,0.000134733742977033,0.000138646148094422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,30.7946493497106,0.496319853469791,0.350951134026003,NaN
,1-FAM,Hemato,37-F01,,0.000668311822474588,-10.5471909837784,0.000124530781065525,0.000136716473508371,NaN,8.80565597578897E-05,9.66731455176799E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,30.4768255162583,0.257798008189561,0.182290719767224,NaN
,1-FAM,Hemato,37-F06,,0.00284318183857898,-8.45827791367095,0.000600595762906544,0.000630690068848477,NaN,0.000424685336703125,0.000445965224509768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,28.4736093438361,0.29225343012754,0.206654382268212,NaN
,1-FAM,Hemato,37-H04,,0.000455402514501506,-11.1005701222233,7.05238873177106E-05,8.13080938979177E-05,NaN,4.98679189579891E-05,5.74935045605702E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,31.0075024771512,0.214250975528846,0.15149831767228,NaN
,1-FAM,Hemato,38-B01,,0.00886925332710274,-6.81697163071395,0.00153096389355685,0.00160563761331447,NaN,0.0010825549508858,0.00113535724450284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,26.8996370531899,0.238814052436057,0.168867035920176,NaN
,1-FAM,Hemato,38-C02,,0.00029694759033513,-11.7175040540308,3.67265532357916E-05,4.60928473816772E-05,NaN,2.5969594842637E-05,3.25925649477806E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,31.5991269191627,0.171112744078867,0.120994981685605,NaN
,1-FAM,Hemato,38-D01,,0.000817472710384973,-10.2565418094885,0.00012455315037335,0.00014148390604869,NaN,8.80723772471436E-05,0.000100044229395789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,30.1981001184567,0.210796522786783,0.149055650713079,NaN
,1-FAM,Hemato,38-D08,,0.00328045782971389,-8.25188710928079,2.72433322411375E-06,0.000216699086690668,NaN,1.92639449698264E-06,0.000153229393675903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,28.2756856470054,0.00114896753344411,0.000812442734261509,NaN
,1-FAM,Hemato,38-E08,,0.000607576116780966,-10.6846472195167,6.02324359058112E-05,7.95494855671254E-05,NaN,4.25907638763832E-05,5.62499806844158E-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,30.6086426600024,0.137155024715809,0.0969832480503569,NaN
,1-FAM,Hemato,38-G02,,0.00099589721006911,-9.97171553502344,0.000307592966036599,0.000317698432803397,NaN,0.000217501072129763,0.000224646716207621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,29.924958738136,0.427310804059273,0.302154367224588,NaN
