"072"	"294"
"TRINITY_DN3696_c0_g1_i3"	59.8047	0.46515
"TRINITY_DN3614_c4_g3_i1"	129.506	54.415
"TRINITY_DN3614_c1_g1_i1"	49.4939	22.8215
"TRINITY_DN3614_c4_g4_i2"	20.6844	29.8877
"TRINITY_DN3621_c0_g1_i2"	42.6079	88.1973
"TRINITY_DN3653_c2_g2_i1"	84.5509	59.6979
"TRINITY_DN3653_c2_g1_i1"	57.11	8.03761
"TRINITY_DN3635_c0_g1_i8"	109.339	13.212
"TRINITY_DN3622_c0_g1_i1"	15.8081	19.0014
"TRINITY_DN3606_c0_g1_i2"	87.5179	32.4625
"TRINITY_DN3642_c1_g1_i1"	15.7478	32.8747
"TRINITY_DN3642_c1_g2_i1"	15.7478	32.8747
"TRINITY_DN25996_c0_g1_i1"	94.4074	322.266
"TRINITY_DN2781_c0_g1_i1"	45.2824	9.6899
"TRINITY_DN2736_c0_g2_i1"	14.8442	22.1913
"TRINITY_DN2708_c1_g1_i22"	45.785	16.6373
"TRINITY_DN2716_c0_g1_i1"	64.9325	63.1559
"TRINITY_DN2716_c0_g1_i3"	60.032	139.583
"TRINITY_DN2716_c0_g1_i5"	61.0057	0
"TRINITY_DN2704_c0_g1_i4"	77.1791	165.481
"TRINITY_DN16928_c2_g1_i1"	51.3862	7.9808
"TRINITY_DN16989_c0_g1_i1"	17.8844	40.4582
"TRINITY_DN16946_c0_g3_i1"	82.505	8.95185
"TRINITY_DN16961_c1_g1_i1"	29.3808	49.067
"TRINITY_DN16983_c1_g1_i1"	11.6299	35.6885
"TRINITY_DN9481_c0_g1_i1"	16.8295	37.5023
"TRINITY_DN9486_c0_g1_i1"	12.7437	35.0083
"TRINITY_DN9477_c0_g1_i1"	37.9661	17.7781
"TRINITY_DN9462_c0_g3_i1"	13.7799	51.5185
"TRINITY_DN9451_c1_g1_i5"	15.9451	121.213
"TRINITY_DN9467_c0_g1_i1"	194.979	220.179
"TRINITY_DN8548_c0_g1_i1"	17.868	63.2648
"TRINITY_DN8532_c0_g1_i2"	20.3798	46.3921
"TRINITY_DN8596_c0_g1_i1"	47.2045	40.5151
"TRINITY_DN8575_c0_g1_i1"	43.6102	39.539
"TRINITY_DN8584_c0_g3_i3"	199.125	41.4423
"TRINITY_DN15028_c0_g1_i1"	15.2379	16.7081
"TRINITY_DN15057_c0_g1_i2"	16.2932	57.8268
"TRINITY_DN7601_c0_g1_i1"	49.2266	21.5541
"TRINITY_DN7664_c1_g1_i1"	34.771	10.1096
"TRINITY_DN7602_c0_g1_i1"	10.7924	18.0603
"TRINITY_DN7654_c0_g1_i2"	28.9037	37.5359
"TRINITY_DN7658_c0_g2_i1"	117.949	79.3127
"TRINITY_DN7670_c3_g1_i1"	55.5249	110.632
"TRINITY_DN7694_c2_g4_i1"	18.7492	58.8892
"TRINITY_DN7634_c0_g1_i8"	64.3575	6.13071
"TRINITY_DN15137_c0_g1_i1"	692.808	18.5482
"TRINITY_DN15183_c0_g1_i1"	10.1757	21.0295
"TRINITY_DN15194_c0_g2_i1"	12.5429	61.9288
"TRINITY_DN15172_c0_g1_i1"	33.102	0.643031
"TRINITY_DN32422_c0_g1_i1"	29.4919	62.6039
