"SPNO","Species_Name","Sex","Size","Chela","Shell_Condition","Egg_Color","Egg_Cond","Clutch","Random","Collection_Comments","VISUAL","BCS_PCR_results","Year","Specific_Location","General_Location","Collected_By","ReferenceNO","Plate","DNA_Well_No","Host_Tissue","Preservative","Sample_Status","C_V_H","Cruise","Vessel","Haul","Date","Stratum","Latitude","Longitude","StationID","Depth","Surface_Temp","Bottom_Temp","Haul_Date"
20164225,"Chionoecetes opilio",2,53.4,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","A4","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164226,"Chionoecetes opilio",2,54.1,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","B4","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164227,"Chionoecetes opilio",1,59.3,12.9,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","C4","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164228,"Chionoecetes opilio",1,66.9,14.8,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","D4","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164229,"Chionoecetes opilio",1,70.3,15.7,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","E4","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164230,"Chionoecetes opilio",1,63.5,11,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","F4","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164231,"Chionoecetes opilio",1,53.7,9.2,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","G4","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164232,"Chionoecetes opilio",1,76,16.4,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","H4","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164233,"Chionoecetes opilio",1,56.2,11.7,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","A5","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164234,"Chionoecetes opilio",1,58.6,10.2,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","B5","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164235,"Chionoecetes opilio",1,57.6,12.2,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","C5","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164236,"Chionoecetes opilio",1,60.6,10.9,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","D5","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164237,"Chionoecetes opilio",1,63.1,10.8,2,NA,NA,NA,NA,NA,NA,1,2016,"2016Index6","BS","SAP",NA,"42","E5","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164238,"Chionoecetes opilio",1,69.7,14.8,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","F5","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164240,"Chionoecetes opilio",1,58.8,9.8,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","H5","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164241,"Chionoecetes opilio",1,55.2,8.9,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","A6","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164242,"Chionoecetes opilio",1,49.6,9.8,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","B6","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164243,"Chionoecetes opilio",1,54.2,9.2,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","C6","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164244,"Chionoecetes opilio",1,56.7,11.9,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","D6","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164245,"Chionoecetes opilio",1,51.5,9.7,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","E6","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164246,"Chionoecetes opilio",1,51.7,10.1,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","F6","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164247,"Chionoecetes opilio",1,55.1,11.8,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","G6","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164248,"Chionoecetes opilio",1,60.2,13.2,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","H6","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164249,"Chionoecetes opilio",1,67.2,16,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","A7","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164250,"Chionoecetes opilio",1,64,13.2,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","B7","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164251,"Chionoecetes opilio",1,77.5,17.2,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","C7","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164252,"Chionoecetes opilio",1,77.6,17.2,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","D7","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164253,"Chionoecetes opilio",1,69,15.2,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","E7","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164254,"Chionoecetes opilio",1,71.6,16.4,3,NA,NA,NA,NA,NA,NA,1,2016,"2016Index6","BS","SAP",NA,"42","F7","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164255,"Chionoecetes opilio",1,70.3,15.7,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","G7","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164256,"Chionoecetes opilio",1,56.6,12.1,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","H7","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164257,"Chionoecetes opilio",1,64.1,15,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","A8","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164258,"Chionoecetes opilio",1,65.3,14,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","B8","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164259,"Chionoecetes opilio",1,61,14.5,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","C8","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164260,"Chionoecetes opilio",1,68.4,15.7,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","D8","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164261,"Chionoecetes opilio",1,55,12.4,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","E8","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164263,"Chionoecetes opilio",1,56.7,10.8,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","G8","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164264,"Chionoecetes opilio",1,59.2,12.8,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","H8","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164265,"Chionoecetes opilio",1,72.4,16.1,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","A9","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164266,"Chionoecetes opilio",1,55.4,NA,3,NA,NA,NA,NA,"N/A for chela",NA,0,2016,"2016Index6","BS","SAP",NA,"42","B9","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164267,"Chionoecetes opilio",1,57.5,12.4,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","C9","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164268,"Chionoecetes opilio",1,75.6,15.4,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","D9","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164269,"Chionoecetes opilio",1,53.6,11.4,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","E9","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164270,"Chionoecetes opilio",1,55.8,11.5,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","F9","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164271,"Chionoecetes opilio",1,55.4,11.5,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","G9","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164272,"Chionoecetes opilio",1,65.8,12.7,4,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","H9","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164273,"Chionoecetes opilio",1,75.3,16.9,4,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","A10","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164275,"Chionoecetes opilio",1,62.8,12.9,4,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","C10","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164276,"Chionoecetes opilio",1,63.1,14.5,4,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","D10","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164277,"Chionoecetes opilio",1,79.3,18.1,4,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","E10","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164278,"Chionoecetes opilio",1,58.5,13.6,4,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","F10","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164279,"Chionoecetes opilio",1,63.5,13.2,4,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","G10","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164280,"Chionoecetes opilio",1,70.7,16.4,4,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","H10","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164281,"Chionoecetes opilio",1,59.1,13.7,5,NA,NA,NA,NA,NA,NA,0,2016,"2016Index6","BS","SAP",NA,"42","A11","Blood","EtOH 100%","Available","201601_162_135",201601,162,135,2016-07-11 10:53:00,41,58.33568,-171.01122,"K-22",84,12.4,2.9,2016-07-11 10:53:00
20164282,"Chionoecetes opilio",1,58.5,11.5,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","B11","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164283,"Chionoecetes opilio",1,61.6,13.4,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","C11","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164284,"Chionoecetes opilio",1,52.2,7.8,2,NA,NA,NA,NA,NA,"387",1,2016,"2016Index5","BS","SAP",NA,"42","D11","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164285,"Chionoecetes opilio",1,43.1,7.7,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","E11","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164286,"Chionoecetes opilio",1,46.4,7.5,2,NA,NA,NA,NA,NA,NA,1,2016,"2016Index5","BS","SAP",NA,"42","F11","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164287,"Chionoecetes opilio",1,40.8,6.6,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","G11","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164288,"Chionoecetes opilio",2,48.7,NA,2,0,0,0,NA,NA,NA,3,2016,"2016Index5","BS","SAP",NA,"42","H11","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164290,"Chionoecetes opilio",2,59.63,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","B12","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164291,"Chionoecetes opilio",2,46.6,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","C12","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164292,"Chionoecetes opilio",2,54.5,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","D12","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164293,"Chionoecetes opilio",2,46.6,NA,2,0,0,0,NA,NA,NA,1,2016,"2016Index5","BS","SAP",NA,"42","E12","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164294,"Chionoecetes opilio",2,53.5,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","F12","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164295,"Chionoecetes opilio",2,46.4,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","G12","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164296,"Chionoecetes opilio",2,51.9,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"42","H12","Blood","EtOH 100%","Available","201601_162_141",201601,162,141,2016-07-12 16:26:00,41,60.32984,-170.65923,"Q-21",62,13.7,1.7,2016-07-12 16:26:00
20164301,"Chionoecetes opilio",1,71.7,12.8,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","A1","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164302,"Chionoecetes opilio",1,76.5,13.9,2,NA,NA,NA,NA,NA,NA,1,2016,"2016Index5","BS","SAP",NA,"43","B1","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164303,"Chionoecetes opilio",1,86.5,19.3,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","C1","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164304,"Chionoecetes opilio",1,75.4,16.9,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","D1","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164305,"Chionoecetes opilio",1,71.2,NA,2,NA,NA,NA,NA,"line thru chela",NA,0,2016,"2016Index5","BS","SAP",NA,"43","E1","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164306,"Chionoecetes opilio",1,75,14.1,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","F1","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164307,"Chionoecetes opilio",1,78.5,16.9,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","G1","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164308,"Chionoecetes opilio",1,75.4,17.4,2,NA,NA,NA,NA,NA,NA,1,2016,"2016Index5","BS","SAP",NA,"43","H1","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164309,"Chionoecetes opilio",1,73.6,15.8,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","A2","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164310,"Chionoecetes opilio",1,66.7,11.9,3,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","B2","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164311,"Chionoecetes opilio",2,53.5,NA,2,0,0,0,NA,NA,NA,1,2016,"2016Index5","BS","SAP",NA,"43","C2","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164312,"Chionoecetes opilio",2,54.1,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","D2","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164313,"Chionoecetes opilio",2,48.7,NA,2,0,0,0,NA,NA,"387",1,2016,"2016Index5","BS","SAP",NA,"43","E2","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164314,"Chionoecetes opilio",1,54.2,8.8,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","F2","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164315,"Chionoecetes opilio",2,46.2,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","G2","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164316,"Chionoecetes opilio",2,45.7,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","H2","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164317,"Chionoecetes opilio",1,71,12.1,2,NA,NA,NA,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","A3","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164318,"Chionoecetes opilio",2,49,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","B3","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164319,"Chionoecetes opilio",2,48.9,NA,2,0,0,0,NA,NA,NA,0,2016,"2016Index5","BS","SAP",NA,"43","C3","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
20164321,"Chionoecetes opilio",2,42.9,NA,2,0,0,0,NA,NA,NA,3,2016,"2016Index5","BS","SAP",NA,"43","E3","Blood","EtOH 100%","Available","201601_162_142",201601,162,142,2016-07-13 07:35:00,41,60.3286,-171.33798,"Q-22",67,12.5,1.7,2016-07-13 07:35:00
